label,raw
3,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABFUlEQVR4nGNgGGSAEc5iNWNQsw7mZ9hyZdYDdFXKp//+/fvv79+/f//d4UOXnPP379+/62P8/Ir//T3OhiZp+f3v379XRBkYGPL//hWGiDHBJI9n7GFg2PiFgYHhDD43Bv37J4xLjuPk3+9CuCQb/v2dAGUyIosLSOgam1qzvZH5haFFvvDmv79///597oLFPP9///7/+/fv3xFslmnteflqT/ueH1/9cDmHgWHpv9MwJhMDAwMDi0ZjB1xyL4McimKRv3/T4S4+/O8lquS/f1YQFmv9xX//L6NICr//e9+UgYFFpOz0379f94qiOkLiw983Tf5b/v77+/eSG4YTw75A4vmKIScWD+jOfvf37/UEbFJUBwAFKnTmMhJuMwAAAABJRU5ErkJggg=="
8,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAxElEQVR4nGNgGGDQ+3qvNC656N///s1jwSF5/9+/f/8ScEga37/5758qLnP5bv9bxYpdyoB11r//MTj0Tbj17t82dhyS3Af/fVFBEWFCML9eYGCTweUchkv//j1RxCX59l/cttUKOCTffNNmb7ujgUPyJgMDw8T7mrgleXbNYMPiWgj4ciytGZvkMUYGBgYGBkYpbMbKPTdmYFC4828xTAA5+h5tbnj7IEOM4TJ291b++Pfv3wkB7JIMpfdeTdXCIUcfAABh+0S6WVLclQAAAABJRU5ErkJggg=="
8,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABHUlEQVR4nM3RLUiDcRDH8d/2jKnofEGH2MRg0GAxOJhLIoLBuK4ighosCiZBMGxGp1HTVLCsGYZBFmRB5oowBCfCXBEZzJdH/D4aBNHn/0SD144Pd8fdSf865s4+nMyQJ4VSNg7UC3HTWrK8J0bGs8/U+tzWewEzktSzw23Qhbs8RC1JUviO0d8Ws7/qpGBn0Y3dl+QsSQocAQuutpPn3GxFwrNleM0lWl1qbdagYlM/HvZaNPqIA4vfuf+HTZ22+a5sn8+jrGHtiWK8eZ2MadYeHDRJAxQaDZyHQ0vSBnn3eRR7oRSUFCqzbzQ9oTooSSlqxsv6ISlJ0w6rxsT2aypLkeX7NyfpN1BjeQCqEwGPLdW1ki5Vtzu86K/jE20fdrCH+BgsAAAAAElFTkSuQmCC"
9,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA5UlEQVR4nN3Qv0uCURTG8SdoK0R9URyaWnJJ/UscG2wqCRE3h5xtb2xpCNwsAl2jcBEca0lwcHBwEQx/DSr1BQfB3tfX8w/4TPfyOfdyzpH2Jgfe69WJMnFN7+59hTdPiz/WqXolUZn8ssnYawOA3kPJcc46W1gYAS+psCQFW9Bw4y3Axfoch2FAknToqngsS9Kgrnlt6n4ZeV78dzPLbM/R2tjbuW8JsdNiUOGk9H7549uAJCkHpHeTQm34iBqYg2/L0iNm14YddyFv2FENmtanWfiKGKZXllnL1MdqRlLl07FxR1bDCXWowOxFyAAAAABJRU5ErkJggg=="
9,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABEElEQVR4nGNgGEqAEcZglze2ZGBgCBN/tnbmo8+oilSP/EWAc3koOpkWRjH82XONgYGBgUHLheVL6Zx/CI09f//eFYNxuBu//Z3ODpfjPff3riBCqejDv39V4Ty1v3+LEHJMS/9CJFlgIl8QkkURDL+2v0LWmYaQ/PL37w6IEQwMDAwM7+4heWoZJ8O5EGRv7vi7GsrKvv/37wdPBlTJLxVcDAxssZt+/f37NwNFjkHnyd+/H969e//379+/f+9qoEoyaD6FB94zDpggzCvXLYQTuRl+zl6kzdD7gwE7kH36dwcTDjnW6X9/OOCQYxD8+3cPEhfFDJ4VDAwHcGkM//v3iTYunQwML72v4tJJEgAAF1Z11n9hdD0AAAAASUVORK5CYII="
4,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA20lEQVR4nGNgGKJA6NVOCMNJECrChJDkFHnLwMDAwCCzWhlDI+ean6YMDAwMDDr/TDAkVf7dgjBq4JIIY6M/BUAYppjOMfx2Hcq6fYgTXXL1r3gIg+3+RXQ5za9XoKyQf7UwQZidPJybIAxmVYb1MEkWuN7cJ199T1s+/OeO6R7hxdf+/3swMVKJ4ekjfkxpFg4OVgYGBoYnsxFCcNafPwwMDAwMVhIP4EJIYQsBYkwbMU2FgcP/MIMdBiQ/f5PDaaw8+6lHOCX5WTYx4JR88YsBt+TzvTidQwoAAJYdNkOIPuXjAAAAAElFTkSuQmCC"
4,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA7klEQVR4nNXOIUtDYRTG8T9zguCdim5tIAOHiEFMomVgWrT6BcbAL2AwrKlVv4DB4MCBICKsaTOJ7OYN4ToMS85hOs81KKIc32D0Ke/L+XEeDvzbTF4LgML6L1g2A+DiqeCxYbcAe7oZd7Y8Gi0B07FqfnHXmgAta/rFlbfhIlCRNp3lH+wUoGNXvrSux3lgomtVXxprm8zcfseeZxy2TLWDtslsy1lDSiUlqfr5r2H2802G0d354DLXS3cG/p7iAjB2pHjW20c2TOWQTZ1YEoWwIpVCFrXtLGSs2evqj0Hm27/K4X0QX/rHwdY/5h1/VlVorYOy0QAAAABJRU5ErkJggg=="
0,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA9ElEQVR4nM2PL08DQRDF35KqVrJnQZ/tFVlscaRYdO9DIEmxtVdssTTI+xBn6R9JqOGaVjWpmreH6G6T3TuJYMa83d+8vBngn5XyXtej/mrz0jwZT4VymMVNLCkNTz1Oar5SaPu9HbDO3LBIH+JoZpiGxrHwWQOApuQBuzV0X4bbKx/m/NRWUhanzJaDWn3srFQ4Hv1VD+zi7HyC57xrb76tjBTWfuRAinMABb5zvXes86purLxw45faLju8r4Ir0XO3RUsWOoCJ8BEAMKGEDD1WGQDM+dUPGRLhT4w0pwxrDHiraGjKSd0HAFm2kKzbiP64fgF2nWsQqyojjAAAAABJRU5ErkJggg=="
7,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA60lEQVR4nGNgGHaA88aXCiVmHJLOf/78+bMtTwhFkBEmuZOBgYGB4cHXyQwMDBKhv6NvoupcVnnvz58/f//8+fPnz58zDAwMDEwI+U3tavknfz48efIcAwPDGzQ71zIwMDAYSDAwiP/588MBWVL5xZ+jUCbrhj9/2lGdexEmybPuz5/NnKiS5guNIYwpf/5c5sPh4brPfz474JDz+//3gyUOObPPf//U4pATOvTn7yNp7HLc8/78+eWFQ+PBP3/++OKQy/nx52EpDjmLH39+VeCQU7z151cNDjmGlj9/6tGEkKKM4VYvLo3YAAC282DwDCgo5AAAAABJRU5ErkJggg=="
8,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA3ElEQVR4nGNgGMRA1Ln//9+/XxywyTnd//Pn758/35OwyCl/+PNnWcykP7uxaez48zSciUHhzlsLuBATnLXvD4fMP4b3N/lLsWmd9edNAcPMP18tsUky5qzjifz2Zw0Ovxhk//1zgAWHpN+fv388cMiJnDrz948ODsmcv3/vfl7OhFWO4/6f9Qwb/kRglTT/88eYYcOfy1glH//ZxMTg/ucZQgTJBhaGv/8Y/iArR7c+DI+klA3Daax2XvlzL/vvnz9pWCVV7/358/fPZmaskgwRD/7sdxLBLkdNAADIaFhV4qcU4AAAAABJRU5ErkJggg=="
1,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAXUlEQVR4nM2OwQ2AQAgE0cbc0rQyYmXjy3jhBC8+jLyAycCa/aGcAoLOdupYs5xv3C07Krh+RlPtEOEyejWaehCVQcDHPvYsFT2yJq1ktr9J40WatRIB1sJMxS/rALR9NGD5I3RxAAAAAElFTkSuQmCC"
0,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABDklEQVR4nGNgGEqAEZmjxvn8FQ51uqkf/hzHIWd86M+fP8+wy5l+/tMh9qLOq0QUi77P/4+wS2z9//fv379fHNlR5HjX/fkZnP7nz98/f/78+ftnFieyZOqfP/Z+f/7s7bzlmr99358/s5D0Cl78c4lh4WMnFlZVBgYGVufHfxwRksl//oQyRKTA+QYvPiFsvPJ3Iar7LvxlYGBgYGJgYGDg1vi/DdV97P/h7Jw/q3hRJGf++QNnb/njiiIX+OFPCZzzF1Wy/sufFUxw3v/zSFJ2+///rULiv7gGs1LKZeGbP7diJJEksyHGCrtV3fvz5/F2BZg4IwMDAwOrxoPPDAwMvAoMjP8ZPjxmGEgAAIKja3Z/REzBAAAAAElFTkSuQmCC"
0,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABH0lEQVR4nMWSPUsDURBFr/kwIAgSLAQxCJImQsAfYBVJF0TBSgQVK8FSCwtBGy0sBEGwUSxshRT2KQxoEMUmQZAFySJCVm2MROSgxe5ms+vWeps3lzPzZubxpP9XPLv18j3bFYZiWROAgbCyArau+36zHaBpFoHtIMucAaWc0g9wG/OzUQPe1/slpV9hxse6i2As2vE+bEqSW548zcuYL9um5g7vzLKW1+P4c3Az+1he1f1ukDnqqdOcaLvBGxjxFrziY8FLXYKTSNslwOy459L3CGOw4bnzFrUhSVJEkqakhotSF7m4CnUvdxoOnXDyDqqZaEeTBLzNSdLKUwuqKf+yFfiyLMv6BLefp94Kro6CTIom9xoHUDoeDv0hf6gfGI6EbQSX6iYAAAAASUVORK5CYII="
1,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAeklEQVR4nGNgGMTA4NVMnHIsfb9/o4owIZg8egwMAbgkPxxmYEgTwCHJwMDA4K6HS/LidyYmRpxOuvv771Y8xjKo45NkIE+SCc1BLMicf/8Y/uMzVsAel2QZAwM/Tsmjx/A46MU9Jiackgwd//7hlryJx1h0gFeSRgAAtLEXzTxnp8kAAAAASUVORK5CYII="
8,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABJUlEQVR4nGNgGNRAdfvd/68WH26SxpRSmffl799/f//+/fupmQNNTvrC3+8b41RUDFue/vt7EVWzzbt/nzIgTJFVv//GIsvx3fr7xA3Gccr6OwHFLf/+OUGZvv/+q+oxMDAwsMBl/zOISbxgYBBQj0r6f+jxDxQrha/+/feiXrX1yd+/v3bwontEovz7379///77+8AIWxAshkg+FcEiN/X/v00mDDF9n09jylX++NfEzMDAwBD0TgBdLurr31RmBgYGBoagvx7okjf/9kEddvVvJpqcxucPohBW+F8YCw4m/guHMGr/fW5HN3XiXzMGBgYGo43//hrABRHBt2TZM+EQDY6v865ieMT47d+///7+/XpKHUOKgYHBrv/xv5OlmtikqA0AW1l8cEiPFEMAAAAASUVORK5CYII="
5,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABEUlEQVR4nGNgGGSAEVPIV5OBoVyQgaG8G1k09NXi569evfr29+/fv3/funMiy0V8+IsAr71QTBM8B5P4c+yYvx4DAwMDC1xyhj7Dm08MDAxzbv/bgO4Mq7d/H2rhcnbi379BuOSKf/09zoQuCBNgZmb4zx214PHjxycDMHTO+vv381WIY3/UwwRhIfTvP0Lhb8XnEAYLku63P3bsZ2Co0GHNqEeV/PXv+oJtdxkYGBgSdeCqYZIcMAElRYa/h3B4SfX237/70AXV2RkYGFiDb774+/cpP7rkQxEGA/vJf//+/fsxAcO4fzs2v/779+/f9+tsMe1a8ffv379/PyXbIQvCXNvHEPpoKsPR4zjcSVUAAIBqfTRDIE9VAAAAAElFTkSuQmCC"
7,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAwElEQVR4nGNgGJ5A7PP/JJySk//9+/N6xoztztgkf/2DgPlQPhOSnBYTA8MzBgYGBk0sksFMDFt1zK0ZGHZiSrLnMDAwfzhtyPD3NKaNzHmFn6IY2M7/q8PuXBZGhkX//mlil2RgSPv1r54Rh5zEy3+7uXFpPPDvlRouucrv/3JxyYX+/HdEAJfknX/v5XBIMc/7+88Flz6Zf/9OMOOQY5n176YiLo0O//654ZJj2vbvHwu6YTAGJ/Pd1f9w6cQGANfXQikja599AAAAAElFTkSuQmCC"
1,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAASklEQVR4nGNgGNTg7AURnHLBf//F4pTc9O/fRmQ+ExJbRPk5qmJkyffmq3FL/v3CgFsSA4xKkiZ5GJ9SiWc3uXDqfHGUA6891AEAF8URFzpMg+EAAAAASUVORK5CYII="
7,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA6UlEQVR4nNWOr0tDYRSGn91x4XNpYYhtIDItXpNxaX+CWGZdHAjaxIEgay4ICk6MmpcsgopgH4YpCxuYDQtLQ95zjY7d7wtG33Q4D+8P+K9anjwm9XjukZu7aw+g+xeIK0dfC0bXl2SSZNoCIPqF28n7avs1UHk+rUGuuNGQXeQXYToEIN+zt1LGaVcANKXNbKyNAMofOvZ0PnUAbjRM/JtK17cz7QcGc5jacyH7dhGwM7NJ1eM5KMLSQN97vkAX4S6lk0Bf41TqBlgrNevFXrR2dmfqO79vpS0brwdC6eqzEmKMtRtkf9cP85BQHVjcqJYAAAAASUVORK5CYII="
5,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA4UlEQVR4nGNgGGSAEcGU2s89/7DkCoa/fzCViV7/BwGXxTHkpBdA5f79CMaQu/bv379//948fVrnjKGx7d+/f/9+NEtgdZjYh3///h1DE2SC0q+iGBgYDuPyk8K/f//erutVwSn579+/l71cWCQ550B9cswKiyxX8PFzu979+/dvFyc2k7kFGLTW//v3by47DnfxR3789w+7bxkYGBiuICSZ0OXkBHBqY5C79A+rse7Z8gwMDf/+/bvKhyGn/PPfp7dvf//7dzUcU6PoNWgoLMRmHUv0rf///1+XYsHtIuoAAO0cdd9qEbTSAAAAAElFTkSuQmCC"
5,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAtklEQVR4nGNgGDaAEbuwoivLwasYonwMDKyWnTt+/ft3B0PO7F7mzc///j1e4eenhSYlvPnrv3/vTvf4smOxye3fz9WhvNhdwX74Xy0uhwus/fdVBoec6Y1/Pz/Pxi6X/PnfaoOIj0LY5EQffqxlZrD7KoZNUv1GLBOD6Oo7wljkApQYGBjs1/xrwKbxABOL/aw/fzawYpO8vP74v3+vkrG7ddv/P8ezBdFFoVHGp/kFM4YGHwAAmdBAKQkMdKgAAAAASUVORK5CYII="
9,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABEklEQVR4nNWQPUsDQRCG30QJIWihKIoWNrGMYKEWJ4Kdtdpoo9haBkHBykKw8aMQPKz8AWpr4xUBSZsidiKIHxBFUDlsHjZa5EJu7zyx9W12Zp+Zd2ZX+k9KBWduVJrcVrq+cVW7idTM7gCAAcqFCHugBVluXrdLUm6iT5L8R6W6eqX1y/tQowPguauSZlz/2rFcHcAbDpIFm2n8DU6yzSzb02bRNWCvoxF3HrBitxbfYbcR78PHku08B5+lRUmqAac2HCo9GWPMiPRijDkLvVPS3dT8Ybd0fqRMXfpSVNNbwQ/xOhaDymxWbwF4HoxDSXnX9eMLtRTaNp1U8zO8qEj9+aT6QhmKiW7HeAO/TfuDvgESZn5bxutJbgAAAABJRU5ErkJggg=="
9,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABAElEQVR4nGNgGKogjYGBgT3j8Nd//1axY5Hmnfzi77+/1z/8O86JIad99+/vRQF6nLn//kagy4Ve/HfKn4GBgSH2398MVCnhVf+euECYO/+fR5Vzeft3CT+EmfX93z5Ufdf/LYE6Qu7K33uyKJIlf1eyQVhS1/7eDkE19cJhKEPq7r/vaHLaP/shDPP3/75UovlC/68rAwMDp+Hxr3//VcNFWSCUIkPKf8FgTd3/DAxd3QzoYOo/CPg+HUOKgYHboufckmP//p6RxCLJwMDAYPrg31rMAIcAwZ6/TzRwyDFk/ftXj0uu6PPfv9Y45IxP//20SBCH5PR/fztxGUo6AACXUGZIbAd4fQAAAABJRU5ErkJggg=="
4,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABA0lEQVR4nM2OsStFYRiHn+92J4vhDKhrdEoxYMCkrPfWlbIy+gvsdoPxDsaDmG/ZLDJYGBTJQlJH6URh4ff2GTjnOxfXZPCrr96n5/3e94V/mkazJ8CwXTRLbv7JDuOCtqW1knuUaT2n2KTlIHcla0U5Jabz3sJV22ZJaL3xthNoVVLYGKWmkjRpM9CCTHMAVABOIA1yDDb2gjxwzhVudMm5/dePWwBSjweYZpyZyT6f9zmA6Lh2lwwMMeXBebgfycIWFm9lUvHqdCQ+e3s2ezhqUG2bdYwFqGc1Ti9h8OrzkJ+yIimvK19lf6n+Jiece+k2lVlpq6uMrn/ZmbW6/vurvAMELmi1oMddcQAAAABJRU5ErkJggg=="
2,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA7UlEQVR4nGNgGPyA3V8Ul5T15u//ZjAESmCT0z37fcqiX9t/H8Qix7Xz32wG/ef//tZhkSz/N5k7etG//6uxWfhpvdGOf//+HRPEIpn678P7f//+/dsL4TKhSfPxv85e/e8INrfmfFwVJmZxfxs2OQYGWQYGx2d/wrFLMjBIX/w3G8ZmhFAiDiHKDAwf+h4XuUpfsv2Mojzo1D8E+FUOE2ZhYGBgaKxl2N5rKsyfysDw7SsDgwGKxjNPEvmEkrZ9//dvRQCGIx792/Pk379/3x8W8GC6cN7vf/9+fluhgy4Oca2RDMOlB7g8N4gAAIgJY0Os98QsAAAAAElFTkSuQmCC"
5,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA5UlEQVR4nGNgGATA9P8UOJsFztLzYDhikyLH+M8Ji5Z7f/9+//v379+/c7HoZGNgYHv8+tSzGV+w6Hzyt15SiBeHS578VUMXYkJi66BLIuy8IRm2joHBWoSB4ewTDGOT/75Z1L32w9+/fw9h2in+9C8UfMvFlM049Pnv3w+HDp3++xgqwogsbc3D8OEkg/OuZ7I4fMTAsPLvaZxy8o/+JuKSU9r894UyhqgECwMDA4NIz9+fTRhy9p9LREQspz3++7cD07hMmC/vqMLF4MH3F0L9fuJxB4tL8t/+/btrhgJOX9AJAABCTV+RW3IKqAAAAABJRU5ErkJggg=="
3,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABH0lEQVR4nM1RPUsDQRSckzMisQjCpVJO8EBQCzstAoJaqwgpLKzlsLG0EMQynWCZHyDEb9DCgIXYWNhIRFKqARUkxUWOIMxzLc6c2VtSCr5qZ4aZt7ML/LOxEjjrwMftUQMAYP/yHoY3lOvCUphd0S32WRB8CkkK2dzRY8fuAFjq6fH+2tvqbk8E0HPD5/fdOQcA3siOl1wPRTppq3WyYLBDI9lUemJfyAs7qaWKlMsKKdwbMIwzZFSl4Ji7ek8qSkRkLWbawpuLmEZuG0oXM42vCF2hDxiPxS4Ag9XlGM8DZW3ZMUutoxckH6cuUssBQL9fk48FXZx8JXmYzxerwnApWSJz3qoYbpoVR0uReDCl0T//mXZ94OX0wfT9wXwDl1p6MpTRUhEAAAAASUVORK5CYII="
7,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAm0lEQVR4nGNgGAX4ASOMwabCoKvqy8rAwHDryrNLF/4gSZpE+CszXjl1b8M/Bg4vBn6/Nyun/oNpcz3wsdhbkRVuHofZ41VwzonK1ymo1gXDNTJUTwu6E4gieWoLnKn2J7psB7LcqmccCI7b75MIpQxME35rISuVj0awxbbdVUf3Mlzu7C1h3HJ7xHHJMe9Yx4VLjqGyA7fc4AYATC4snTe7Wu0AAAAASUVORK5CYII="
4,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA9klEQVR4nNXRsUqCYRjF8ZOZJELRYIlDoCDV0OoNBDXZ5NriJDZ2CVHNQTS0tJQQUV5AQ4OLFUHQ0BCIDg0R0ifaUPJ/aJCG7813aOysPzhwONK/TfzM1iRJk1O/sQj7khS9ORxzbfaBbk6SKkbcsbkThq3zfXuccKwKxxFJyVt6hbCN78F9TFJk21h3SvPQzmklm7zA6rGwJZ7hqR4MPnoQLIQtWjMAA4Mtp3QVoHNXLbfh1N2YvuwelDJSsU9jxt3/M+eL902PLb5A2WOpczjymHbNPpc9tvEKOx7Lv5kFCQ/WoLXkscKAqxH/D5NtXk/77O/5Bqioa211uUBxAAAAAElFTkSuQmCC"
6,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA7ElEQVR4nM2QsUoDQRRFz1uyjRYJiG0QlhRJ4x+ksLKx0DoELIWA32CbKoII4iekDJb+goXNspAiVapYbGWR93wWkezuZE0pXhiYx5m5c+/AX2hqNiqmqIwOn6/c+QXeXVd9yrB3uefBTNXm3Xo2/FS1cb2tJDHMH8pQit0aaFS8imkicEs9PBk4obYwbsJyBhy3WC+CUx1VTYGbN9NVP4RmlnH6aOZmdh8EcmhnrSPny8EDCMSJ/KT6qPbspADim7W5U/ohEZFIRCLJz4JAcfKuqqaq9vq005hhmqvlq/T8YJcBLzq6CCv+K30DbtlN2utp6VIAAAAASUVORK5CYII="
6,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABEUlEQVR4nNXRMSiEYRzH8Z83XXQiojMYyGA5w81S4gx0ZXBFFGVitdvUTcpwnZhsJkmZlbcbdB0ZGJh0BoXhruPtfcsXw9u553WvzeI3/Z8+T7+n53mkv0tH7tNuNtbR0fo8eQGvwwZGBr7HhSu4WwrvXKzC9Vi4JapQ6A63uUe47AylprTHezbclAZ3P5yU9ODoF+vJw1bsx0G14WRKhZknSSlLssuBTWsObpdiy/YNwE7AEi7MRzdf8OP0G2YdQnbaA3ArFQ9yZilQBJz7jRErfgvnLXXc89uKSSl+AJCSJPk/V5IkvW1/jK/MRqTy+qlR2/uAkeOh4HVXd59rlB9sa3ih9okzKGUyfa0N9E/yBXDmkBjVbzWfAAAAAElFTkSuQmCC"
0,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA/UlEQVR4nNWRMUtCURiGX7lTNCRk6NTg0h+QfkJQBAVdlwinBhPagtbmpoZIcGuIqDWIBq0WvUvRIFwigmhqSw+WSdcnHLLrUe4PyHd7vufA+51zpH+W2OjAyen1Ovrs1IkPzUIyyq3dAcBFhFt95+0ZoOmOtmeLLb5d56wLfC4MyyzwtCnpHGDHVu5eAKVZSXKOAXvhZR8etpxfmLiHxsCttPm4Wg/Rg8eBrMJtCIlcw+7caPO1GNIuEORD/AGv3xebPOhAtyhbcihJSu0DvGxbu9aAwBhjTAuoH83Zl4zf8BfvNJ0YfhzNlAGoluan7XH/P5OZpUup0tEYpwd8g4wFkw2xOwAAAABJRU5ErkJggg=="
1,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAoUlEQVR4nGNgGOyAffNXDpySy//924RT8tq/f19toGwmLPKMLDg0yjz59287LlMb/v37aYdDzurPv38f4DxUO1m8mRi+eeLQaPfv379qHHJs2/7/28OOQ7Lk379/Lrg0vv33fy8ujdb//j3RwaVx179/e3HIMeT8+3dDAZfkzn//4nHJJXz/91YKl+SFf39TcMkxXPj3E10IOWwn4NRIXQAAW0g73h9UtMgAAAAASUVORK5CYII="
0,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA+0lEQVR4nM2RMU7DQBREB0RPQ6qkdGNccAwkqkirLbgAEg03CDR0IU0UReIAhAoJhAQNlY+QAokKFyEHoEEaTdYp7HjXNmWK/Gpn3/7/ZzXADtfhRHIav8u9dVrsjqRIUpz1AGDPw8kFgNscwI3D+VO9UySvNicDAPsbNJoD05N7AEC/7eVvflmqRNdNL8NK9tLCUOmFJIPHlo/+M2pBxjV45lmUhdBJ8gq5ZADgoIAutH66cp8LL8Vgjl2KA/wP7TeVxg34Vc5ckpqFW6JMUpJ0EOWS9IJa2SIom4nka53h+KOKkg9HaFJjCpiabnUZhB0DeO7//jT7tl5rF/6XvAAMt/0AAAAASUVORK5CYII="
1,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAAnklEQVR4nM3Qvw7BcBTF8atqkdgk5o4mZjGKReoB+gQGu9UL+LPZOnsGo6UTdn2FTn7pUPINk5ByVnGmm3xyznDN/iH7+0ZjwfF5emULq6/7AwcV26rRcYHrKVzDTM16QzOniivIOsLqB5io4hKoCQsySH2BCzgHwkY5xML8BK5tgREwFdbM4dL9bq0EXCSKc96/WsoJdg2Nt76yX+YBpSA+JJhE1awAAAAASUVORK5CYII="
2,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABAElEQVR4nL2Qr0uDURSGn0+EWabsUxCZYlfLgjBRg8GyFYvNIgj7E1zWoH+AS8Isgqhf0eCaYDS5BcFg8QcsCcKYILzXGe6Q+8m9dW85557nvId7DgxekQ1TGxDvAUM/J8f3/3oa6stI7dM4DZsOlEr96rAN9Z255wQgym/B+k3aOj4zYZMVSdeBD2YvpM5aADYkXQXYopFaeT9bfTf6nA0Y72Setv2o2DWmtx+Y2Za0MOJlhVfp+8jvW6pLOrT5ZrU67bLRD0lJBuJyebcj3cLfbYnGgPNJarkiADkXAnAGUc95p6DVYwt4cyvZhy9JemleLvsudKCkUpn3rzJA/QLz9GoaOEom+gAAAABJRU5ErkJggg=="
4,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAABAElEQVR4nM3NMUtCURiH8SevUeANhRBaUqEiabwO1ZJDgxA0OEgfwC/QEjRIax+gqS2IWnKyoUkiqNGiMaS7NRSEpERdsn8NN8p74mwNPcs5vD9eXvjPuf6eHYvyx8NfeQogNogVEi4Ah/UVE90FOh2A1PKQa+KuR7MLsJ7mzrhYeNZtBmD+RTeTUZu411sBnFTlQX4uauktqcZY8VhSUI2aU9fHa+3ClyQ1jYMt/XTpRW0mGMBtY/E8HD+eHkjtrIFrDelsY2mahrSJmZNMDgNeX0cj38P41/v+BBDfiXEd/NoMW5RO5ixWupJmLTa6L7UcC+alXt5ilNr9VZv9ZZ8Af3EGE+qFoAAAAABJRU5ErkJggg=="
8,"iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAAAAABXZoBIAAAA30lEQVR4nGNgGEigNePcv98d5ljlgt4dnpCQvP1PByumnOrnHmYGBgYG76PJmJI951ggDM2NnBiSU58IQVnamDp9/+njdivvg8siuGVNXu5XYmBgYGDHKqt6/WsQs9sMKxyaW14ev49LjoHh0P8HOCW9v1s0/sQWQgwMDAynWhkYvJ/sUsUuacvAwKB54UMSVslsBgYGBs5Fn7AEL8P8Z0oMDAwMDMmfwjAltb5vhgR670UsWit+bjVkZGBgqPkOCWhGFFmzJSp7/p2/lSWj9R6bo/wX//j377IdNin6AAAygEKtVc2QIAAAAABJRU5ErkJggg=="
